Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating
Henrikh Mkhitaryan,Roma,30,Armenia,2019/2020,25000000.0,20000000.0,Attacking Midfielder,it Serie A,22,16,1530.0,17.0,0.0991991791665096,0.6500000000000031
Henrikh Mkhitaryan,Roma,31,Armenia,2020/2021,20000000.0,15000000.0,Attacking Midfielder,it Serie A,34,30,2745.0,30.5,0.2425095496608201,0.3250000000000075
Iker Muniain,Ath Bilbao,24,Spain,2017/2018,15000000.0,10000000.0,Attacking Midfielder,es La Liga,14,7,784.0,8.7,-0.0630928673640998,-0.1999999999999979
Iker Muniain,Ath Bilbao,25,Spain,2018/2019,10000000.0,15000000.0,Attacking Midfielder,es La Liga,34,27,2383.0,26.5,-0.237467634498723,-0.0999999999999977
Iker Muniain,Ath Bilbao,26,Spain,2019/2020,17500000.0,14000000.0,Attacking Midfielder,es La Liga,31,26,2382.0,26.5,-0.4302403878358543,0.0749999999999999
Iker Muniain,Ath Bilbao,27,Spain,2020/2021,14000000.0,12000000.0,Attacking Midfielder,es La Liga,28,23,1943.0,21.6,0.1258189596539098,0.1000000000000002
Isco,Real Madrid,25,Spain,2017/2018,40000000.0,75000000.0,Attacking Midfielder,es La Liga,30,21,1766.0,19.6,0.6526168520403334,1.2500000000000029
Isco,Real Madrid,26,Spain,2018/2019,90000000.0,60000000.0,Attacking Midfielder,es La Liga,27,11,1192.0,13.2,0.1719712477399557,0.4250000000000024
Isco,Real Madrid,27,Spain,2019/2020,50000000.0,40000000.0,Attacking Midfielder,es La Liga,23,15,1181.0,13.1,-0.0273958352695026,1.124999999999999
Isco,Real Madrid,28,Spain,2020/2021,30000000.0,18000000.0,Attacking Midfielder,es La Liga,25,8,908.0,10.1,0.1327198320187787,0.9749999999999982
James Rodríguez,Bayern Munich,26,Colombia,2017/2018,50000000.0,70000000.0,Attacking Midfielder,de Bundesliga,23,19,1621.0,18.0,0.8033787371083615,1.77777777777777
James Rodríguez,Bayern Munich,27,Colombia,2018/2019,80000000.0,50000000.0,Attacking Midfielder,de Bundesliga,20,13,1138.0,12.6,0.7031984973498464,1.5555555555555487
James Rodríguez,Real Madrid,28,Colombia,2019/2020,40000000.0,32000000.0,Attacking Midfielder,es La Liga,8,5,419.0,4.7,-0.2096335036329686,1.124999999999999
James Rodríguez,Everton,29,Colombia,2020/2021,35000000.0,28000000.0,Attacking Midfielder,eng Premier League,23,21,1764.0,19.6,0.0898396902986,-0.0250000000000033
Javier Pastore,Paris SG,28,Argentina,2017/2018,20000000.0,15000000.0,Attacking Midfielder,fr Ligue 1,25,14,1346.0,15.0,0.114095717216436,1.9750000000000023
Javier Pastore,Roma,29,Argentina,2018/2019,20000000.0,15000000.0,Attacking Midfielder,it Serie A,14,7,597.0,6.6,0.2558834791733708,0.4500000000000003
Javier Pastore,Roma,30,Argentina,2019/2020,15000000.0,8000000.0,Attacking Midfielder,it Serie A,11,5,514.0,5.7,0.1979765638506103,0.6500000000000031
Javier Pastore,Roma,31,Argentina,2020/2021,5000000.0,1500000.0,Attacking Midfielder,it Serie A,5,0,82.0,0.9,0.6761529342944208,0.3250000000000075
Jeff Reine-Adélaïde,Angers,19,France,2017/2018,3000000.0,3000000.0,Attacking Midfielder,fr Ligue 1,10,7,440.0,4.9,-0.405403691148287,-0.2499999999999976
Jeff Reine-Adélaïde,Angers,20,France,2018/2019,5000000.0,11000000.0,Attacking Midfielder,fr Ligue 1,35,29,2556.0,28.4,-0.4145525811657197,-0.1249999999999988
Jeff Reine-Adélaïde,Lyon,21,France,2019/2020,25000000.0,22500000.0,Attacking Midfielder,fr Ligue 1,14,11,783.0,8.7,-0.9144989532380612,0.5085615447161532
Jeff Reine-Adélaïde,Nice,22,France,2020/2021,25000000.0,22000000.0,Attacking Midfielder,fr Ligue 1,14,12,1058.0,11.8,-0.2683691461365816,-0.0749999999999975
Jesse Lingard,Man United,24,England,2017/2018,12000000.0,35000000.0,Attacking Midfielder,eng Premier League,33,20,1817.0,20.2,0.0010621655413806,1.0000000000000036
Jesse Lingard,Man United,25,England,2018/2019,40000000.0,40000000.0,Attacking Midfielder,eng Premier League,27,19,1663.0,18.5,-0.3221429098616986,0.2750000000000012
Jesse Lingard,Man United,26,England,2019/2020,32000000.0,17500000.0,Attacking Midfielder,eng Premier League,22,9,935.0,10.4,-0.3282906597659935,0.7500000000000046
Jesse Lingard,West Ham,27,England,2020/2021,14000000.0,22000000.0,Attacking Midfielder,eng Premier League,16,16,1421.0,15.8,-0.3407828929073817,0.374999999999997
Joaquín Correa,Sevilla,22,Argentina,2017/2018,10000000.0,10000000.0,Attacking Midfielder,es La Liga,21,15,1189.0,13.2,0.1670167558260622,-0.2249999999999982
Joaquín Correa,Lazio,23,Argentina,2018/2019,13000000.0,20000000.0,Attacking Midfielder,it Serie A,34,18,1927.0,21.4,0.3644963667458799,0.2500000000000001
Joaquín Correa,Lazio,24,Argentina,2019/2020,28000000.0,30500000.0,Attacking Midfielder,it Serie A,30,22,2002.0,22.2,0.2439415680508659,0.9250000000000028
Joaquín Correa,Lazio,25,Argentina,2020/2021,30000000.0,30000000.0,Attacking Midfielder,it Serie A,28,25,1933.0,21.5,-0.0405546661093374,0.1500000000000073
Jonathan Ikone,Montpellier,19,France,2017/2018,700000.0,700000.0,Attacking Midfielder,fr Ligue 1,18,12,999.0,11.1,-0.47669179632662,0.0750000000000027
Jonathan Ikone,Lille,20,France,2018/2019,5000000.0,15000000.0,Attacking Midfielder,fr Ligue 1,38,34,2796.0,31.1,-0.2764777400257343,0.8750000000000012
Jonathan Ikone,Lille,21,France,2019/2020,27000000.0,36000000.0,Attacking Midfielder,fr Ligue 1,28,26,2057.0,22.9,-0.1261822545526017,0.3216235587852583
Jonathan Ikone,Lille,22,France,2020/2021,36000000.0,30000000.0,Attacking Midfielder,fr Ligue 1,37,26,2177.0,24.2,-0.3091107158239051,1.025000000000002
Joshua King,Bournemouth,25,Norway,2017/2018,8000000.0,10000000.0,Attacking Midfielder,eng Premier League,33,27,2453.0,27.3,0.0429807482088578,-0.3999999999999967
Joshua King,Bournemouth,26,Norway,2018/2019,15000000.0,20000000.0,Attacking Midfielder,eng Premier League,35,34,2961.0,32.9,-0.1005538994887521,-0.3499999999999992
Joshua King,Bournemouth,27,Norway,2019/2020,20000000.0,16000000.0,Attacking Midfielder,eng Premier League,26,24,2011.0,22.3,-0.3259771868254635,-0.6249999999999949
Joshua King,Everton,28,Norway,2020/2021,13000000.0,8000000.0,Attacking Midfielder,eng Premier League,11,0,148.0,1.6,-0.2992600957929249,-0.0250000000000033
Josip Iličić,Atalanta,29,Slovenia,2017/2018,10000000.0,13000000.0,Attacking Midfielder,it Serie A,31,21,2002.0,22.2,0.746291940889685,0.4500000000000114
Josip Iličić,Atalanta,30,Slovenia,2018/2019,13000000.0,17000000.0,Attacking Midfielder,it Serie A,31,23,2145.0,23.8,0.7668735834361442,0.775000000000001
Josip Iličić,Atalanta,31,Slovenia,2019/2020,15000000.0,17500000.0,Attacking Midfielder,it Serie A,26,21,1663.0,18.5,0.9537920416840118,1.250000000000003
Josip Iličić,Atalanta,32,Slovenia,2020/2021,17500000.0,6000000.0,Attacking Midfielder,it Serie A,28,17,1526.0,17.0,0.6525211769385248,1.075000000000008
João Pedro,Cagliari,25,Brazil,2017/2018,5000000.0,5000000.0,Attacking Midfielder,it Serie A,22,19,1656.0,18.4,-0.4899269149024924,-0.6999999999999892
João Pedro,Cagliari,26,Brazil,2018/2019,8000000.0,8000000.0,Attacking Midfielder,it Serie A,34,30,2555.0,28.4,-0.4950739013378696,-0.4500000000000002
João Pedro,Cagliari,27,Brazil,2019/2020,15000000.0,12000000.0,Attacking Midfielder,it Serie A,36,35,3151.0,35.0,-0.7649364360886844,-0.0999999999999973
João Pedro,Cagliari,28,Brazil,2020/2021,14000000.0,18000000.0,Attacking Midfielder,it Serie A,37,37,3253.0,36.1,-0.2262512553283754,-0.3999999999999923
Juan Mata,Man United,29,Spain,2017/2018,30000000.0,30000000.0,Attacking Midfielder,eng Premier League,28,23,1922.0,21.4,-0.1211693928455493,1.0000000000000036
Juan Mata,Man United,30,Spain,2018/2019,25000000.0,20000000.0,Attacking Midfielder,eng Premier League,22,16,1289.0,14.3,-0.1244241811525624,0.2750000000000012
Juan Mata,Man United,31,Spain,2019/2020,15000000.0,9500000.0,Attacking Midfielder,eng Premier League,19,8,758.0,8.4,-0.2302859091127514,0.7500000000000046
Juan Mata,Man United,32,Spain,2020/2021,7500000.0,4000000.0,Attacking Midfielder,eng Premier League,9,6,509.0,5.7,-0.0980716783738576,0.724999999999997
Julian Brandt,Leverkusen,21,Germany,2017/2018,20000000.0,40000000.0,Attacking Midfielder,de Bundesliga,34,26,2326.0,25.8,0.3726041483228094,0.38888888888888
Julian Brandt,Leverkusen,22,Germany,2018/2019,45000000.0,50000000.0,Attacking Midfielder,de Bundesliga,33,30,2666.0,29.6,0.7958334967273406,0.4722222222222149
Julian Brandt,Dortmund,23,Germany,2019/2020,50000000.0,40000000.0,Attacking Midfielder,de Bundesliga,33,25,2203.0,24.5,0.5923554736443702,1.1944444444444329
Julian Brandt,Dortmund,24,Germany,2020/2021,35000000.0,20000000.0,Attacking Midfielder,de Bundesliga,31,17,1495.0,16.6,0.1687165761332021,0.8055555555555495
Kai Havertz,Leverkusen,18,Germany,2017/2018,8000000.0,28000000.0,Attacking Midfielder,de Bundesliga,30,22,2144.0,23.8,0.3924018189028702,0.38888888888888
Kai Havertz,Leverkusen,19,Germany,2018/2019,35000000.0,90000000.0,Attacking Midfielder,de Bundesliga,34,33,2894.0,32.2,0.4823484012904099,0.4722222222222149
Kai Havertz,Leverkusen,20,Germany,2019/2020,90000000.0,81000000.0,Attacking Midfielder,de Bundesliga,30,29,2454.0,27.3,0.4145757107037963,0.4722222222222104
Kai Havertz,Chelsea,21,Germany,2020/2021,81000000.0,70000000.0,Attacking Midfielder,eng Premier League,27,18,1520.0,16.9,0.009465342384509,0.5499999999999972
Kevin De Bruyne,Man City,26,Belgium,2017/2018,65000000.0,150000000.0,Attacking Midfielder,eng Premier League,37,36,3073.0,34.1,1.1246861158876835,1.9750000000000043
Kevin De Bruyne,Man City,27,Belgium,2018/2019,150000000.0,130000000.0,Attacking Midfielder,eng Premier League,19,11,975.0,10.8,0.8173029119088796,1.800000000000001
Kevin De Bruyne,Man City,28,Belgium,2019/2020,150000000.0,120000000.0,Attacking Midfielder,eng Premier League,35,32,2791.0,31.0,1.366484410602396,1.675000000000006
Kevin De Bruyne,Man City,29,Belgium,2020/2021,120000000.0,100000000.0,Attacking Midfielder,eng Premier League,25,23,1997.0,22.2,0.8451518478221355,1.2749999999999977
Lars Stindl,M'gladbach,28,Germany,2017/2018,15000000.0,18000000.0,Attacking Midfielder,de Bundesliga,31,31,2727.0,30.3,0.4532858683618909,-0.1388888888888974
Lars Stindl,M'gladbach,29,Germany,2018/2019,15000000.0,10000000.0,Attacking Midfielder,de Bundesliga,21,19,1508.0,16.8,0.1126141338403474,0.3611111111111041
Lars Stindl,M'gladbach,30,Germany,2019/2020,8000000.0,6500000.0,Attacking Midfielder,de Bundesliga,25,14,1432.0,15.9,0.2957376825352438,0.7222222222222102
Lars Stindl,M'gladbach,31,Germany,2020/2021,5000000.0,5000000.0,Attacking Midfielder,de Bundesliga,30,23,1961.0,21.8,0.1852931705335498,0.2222222222222162
Leonardo Bittencourt,FC Koln,23,Germany,2017/2018,6000000.0,6000000.0,Attacking Midfielder,de Bundesliga,22,17,1613.0,17.9,-0.3062475729866028,-0.9722222222222312
Leonardo Bittencourt,Hoffenheim,24,Germany,2018/2019,7000000.0,7000000.0,Attacking Midfielder,de Bundesliga,21,13,1069.0,11.9,-0.2513478366758382,0.4999999999999924
Leonardo Bittencourt,Werder Bremen,25,Germany,2019/2020,7000000.0,4800000.0,Attacking Midfielder,de Bundesliga,28,23,1889.0,21.0,-0.3766173878643688,-0.7500000000000118
Leonardo Bittencourt,Werder Bremen,26,Germany,2020/2021,6000000.0,4500000.0,Attacking Midfielder,de Bundesliga,27,19,1514.0,16.8,-0.2608123240278271,-0.5833333333333393
Ludovic Blas,Guingamp,19,France,2017/2018,3000000.0,5000000.0,Attacking Midfielder,fr Ligue 1,31,17,1792.0,19.9,-0.1649785543356225,-0.2749999999999978
Ludovic Blas,Guingamp,20,France,2018/2019,5000000.0,5000000.0,Attacking Midfielder,fr Ligue 1,34,27,2372.0,26.4,-0.1003437070492652,-0.999999999999999
Ludovic Blas,Nantes,21,France,2019/2020,7000000.0,8000000.0,Attacking Midfielder,fr Ligue 1,24,22,1845.0,20.5,-0.3275539355543752,-0.0396957927176841
Ludovic Blas,Nantes,22,France,2020/2021,10000000.0,13000000.0,Attacking Midfielder,fr Ligue 1,36,32,2787.0,31.0,-0.2116785929512121,-0.1999999999999974
Manuel Lanzini,West Ham,24,Argentina,2017/2018,15000000.0,20000000.0,Attacking Midfielder,eng Premier League,27,23,2042.0,22.7,-0.0397866934837679,-0.4999999999999964
Manuel Lanzini,West Ham,25,Argentina,2018/2019,20000000.0,20000000.0,Attacking Midfielder,eng Premier League,10,8,686.0,7.6,-0.478773109307351,-0.0749999999999992
Manuel Lanzini,West Ham,26,Argentina,2019/2020,20000000.0,16000000.0,Attacking Midfielder,eng Premier League,24,14,1379.0,15.3,-0.3236977439666989,-0.3249999999999945
Manuel Lanzini,West Ham,27,Argentina,2020/2021,14000000.0,10000000.0,Attacking Midfielder,eng Premier League,17,5,566.0,6.3,0.1068081180572798,0.374999999999997
Marco Reus,Dortmund,28,Germany,2017/2018,35000000.0,35000000.0,Attacking Midfielder,de Bundesliga,11,11,928.0,10.3,0.0819970213476735,0.4722222222222135
Marco Reus,Dortmund,29,Germany,2018/2019,40000000.0,50000000.0,Attacking Midfielder,de Bundesliga,27,27,2316.0,25.7,0.3213793279687816,1.0277777777777697
Marco Reus,Dortmund,30,Germany,2019/2020,40000000.0,32000000.0,Attacking Midfielder,de Bundesliga,19,18,1495.0,16.6,0.0895461935784513,1.1944444444444329
Marco Reus,Dortmund,31,Germany,2020/2021,25000000.0,13000000.0,Attacking Midfielder,de Bundesliga,32,27,2279.0,25.3,0.3315032612493832,0.8055555555555495
Mark Uth,Hoffenheim,25,Germany,2017/2018,5000000.0,18000000.0,Attacking Midfielder,de Bundesliga,31,24,2177.0,24.2,-0.0744476009009993,0.499999999999991
Mark Uth,Schalke 04,26,Germany,2018/2019,23000000.0,12000000.0,Attacking Midfielder,de Bundesliga,20,15,1407.0,15.6,-0.4258870084339902,-0.5000000000000069
Mark Uth,FC Koln,27,Germany,2019/2020,9000000.0,6000000.0,Attacking Midfielder,de Bundesliga,15,14,1162.0,12.9,0.2763102222132895,-0.5000000000000118
Mark Uth,Schalke 04,28,Germany,2020/2021,7500000.0,3000000.0,Attacking Midfielder,de Bundesliga,20,18,1494.0,16.6,-0.5242148385636926,-1.6944444444444504
Max Meyer,Schalke 04,21,Germany,2017/2018,14000000.0,18000000.0,Attacking Midfielder,de Bundesliga,24,21,1727.0,19.2,-0.1721666600763513,0.4444444444444367
Max Meyer,Crystal Palace,22,Germany,2018/2019,18000000.0,15000000.0,Attacking Midfielder,eng Premier League,29,15,1416.0,15.7,-0.2294016127950682,-0.0499999999999985
Max Meyer,Crystal Palace,23,Germany,2019/2020,10000000.0,8000000.0,Attacking Midfielder,eng Premier League,17,6,655.0,7.3,-0.6452819826701067,-0.4749999999999953
Max Meyer,FC Koln,24,Germany,2020/2021,7000000.0,1500000.0,Attacking Midfielder,de Bundesliga,10,3,351.0,3.9,-0.2761234178353952,-0.7222222222222279
Michael Gregoritsch,Augsburg,23,Austria,2017/2018,3500000.0,14000000.0,Attacking Midfielder,de Bundesliga,32,30,2527.0,28.1,0.2473561515058308,-0.0833333333333418
Michael Gregoritsch,Augsburg,24,Austria,2018/2019,18000000.0,12000000.0,Attacking Midfielder,de Bundesliga,32,28,2487.0,27.6,-0.2720339487073673,-0.5555555555555628
Michael Gregoritsch,Schalke 04,25,Austria,2019/2020,7000000.0,5500000.0,Attacking Midfielder,de Bundesliga,14,10,829.0,9.2,-0.1733453361798095,-0.555555555555567
Michael Gregoritsch,Augsburg,26,Austria,2020/2021,4500000.0,3000000.0,Attacking Midfielder,de Bundesliga,24,9,835.0,9.3,-0.0432821662338354,-0.5000000000000056
Mijat Gaćinović,Ein Frankfurt,22,Serbia,2017/2018,3500000.0,8000000.0,Attacking Midfielder,de Bundesliga,29,22,1815.0,20.2,-0.1864209576194038,-8.469709509272135e-15
Mijat Gaćinović,Ein Frankfurt,23,Serbia,2018/2019,9000000.0,11000000.0,Attacking Midfielder,de Bundesliga,29,16,1626.0,18.1,-0.3878151791742582,0.3333333333333266
Mijat Gaćinović,Ein Frankfurt,24,Serbia,2019/2020,9000000.0,7000000.0,Attacking Midfielder,de Bundesliga,23,11,1048.0,11.6,-0.0932609501121345,-0.0277777777777885
Mijat Gaćinović,Hoffenheim,25,Serbia,2020/2021,6000000.0,3500000.0,Attacking Midfielder,de Bundesliga,23,7,822.0,9.1,-0.1042679989821272,-0.055555555555561
Nabil Fekir,Lyon,24,France,2017/2018,14000000.0,60000000.0,Attacking Midfielder,fr Ligue 1,30,28,2477.0,27.5,0.403480322075988,1.100000000000003
Nabil Fekir,Lyon,25,France,2018/2019,65000000.0,60000000.0,Attacking Midfielder,fr Ligue 1,29,24,1988.0,22.1,0.3822186294148911,0.5750000000000007
Nabil Fekir,Betis,26,France,2019/2020,40000000.0,32000000.0,Attacking Midfielder,es La Liga,32,31,2638.0,29.3,-0.0978199928025562,-0.3000000000000002
Nabil Fekir,Betis,27,France,2020/2021,32000000.0,25000000.0,Attacking Midfielder,es La Liga,33,33,2622.0,29.1,0.1738629155774487,-5.138945373199695e-16
Nadiem Amiri,Hoffenheim,20,Germany,2017/2018,10000000.0,17000000.0,Attacking Midfielder,de Bundesliga,28,19,1744.0,19.4,0.031863602075005,0.499999999999991
Nadiem Amiri,Hoffenheim,21,Germany,2018/2019,17000000.0,17000000.0,Attacking Midfielder,de Bundesliga,13,10,754.0,8.4,0.2379434795157592,0.4999999999999924
Nadiem Amiri,Leverkusen,22,Germany,2019/2020,15000000.0,16000000.0,Attacking Midfielder,de Bundesliga,30,22,1857.0,20.6,0.0792890492149642,0.4722222222222104
Nadiem Amiri,Leverkusen,23,Germany,2020/2021,22000000.0,18000000.0,Attacking Midfielder,de Bundesliga,29,20,1890.0,21.0,0.0094328482762703,0.3888888888888829
Ondrej Duda,Hertha,22,Slovakia,2017/2018,3500000.0,3000000.0,Attacking Midfielder,de Bundesliga,17,9,744.0,8.3,-0.2134021116379416,-0.0833333333333419
Ondrej Duda,Hertha,23,Slovakia,2018/2019,8000000.0,17000000.0,Attacking Midfielder,de Bundesliga,32,30,2563.0,28.5,0.0160774230051311,-0.2222222222222292
Ondrej Duda,Norwich,24,Slovakia,2019/2020,13000000.0,10500000.0,Attacking Midfielder,eng Premier League,10,9,724.0,8.0,-0.190866951678652,-1.2249999999999948
Ondrej Duda,FC Koln,25,Slovakia,2020/2021,7000000.0,8000000.0,Attacking Midfielder,de Bundesliga,32,32,2537.0,28.2,0.0878970873093098,-0.7222222222222279
Pablo Fornals,Villarreal,21,Spain,2017/2018,10000000.0,25000000.0,Attacking Midfielder,es La Liga,35,30,2615.0,29.1,0.0777979379757855,0.1750000000000019
Pablo Fornals,Villarreal,22,Spain,2018/2019,30000000.0,25000000.0,Attacking Midfielder,es La Liga,35,28,2479.0,27.5,-0.2976189551716924,-0.0749999999999979
Pablo Fornals,West Ham,23,Spain,2019/2020,22000000.0,16000000.0,Attacking Midfielder,eng Premier League,36,24,2172.0,24.1,-0.4182098347297714,-0.3249999999999945
Pablo Fornals,West Ham,24,Spain,2020/2021,18000000.0,18000000.0,Attacking Midfielder,eng Premier League,33,31,2572.0,28.6,-0.325387045765854,0.374999999999997
Papu Gómez,Atalanta,29,Argentina,2017/2018,15000000.0,18000000.0,Attacking Midfielder,it Serie A,33,31,2750.0,30.6,0.3966165990864864,0.4500000000000114
Papu Gómez,Atalanta,30,Argentina,2018/2019,16000000.0,16000000.0,Attacking Midfielder,it Serie A,35,34,2899.0,32.2,0.5704878985712536,0.775000000000001
Papu Gómez,Atalanta,31,Argentina,2019/2020,16000000.0,13000000.0,Attacking Midfielder,it Serie A,36,34,2842.0,31.6,0.6623370738849192,1.250000000000003
Papu Gómez,Sevilla,32,Argentina,2020/2021,15000000.0,9000000.0,Attacking Midfielder,es La Liga,18,11,914.0,10.2,0.1369563462966014,0.5
Paulo Dybala,Juventus,23,Argentina,2017/2018,65000000.0,110000000.0,Attacking Midfielder,it Serie A,33,26,2353.0,26.1,0.3979061539522909,1.5500000000000114
Paulo Dybala,Juventus,24,Argentina,2018/2019,110000000.0,85000000.0,Attacking Midfielder,it Serie A,30,24,2137.0,23.7,-0.0716527896448515,0.9999999999999998
Paulo Dybala,Juventus,25,Argentina,2019/2020,75000000.0,72000000.0,Attacking Midfielder,it Serie A,33,25,2155.0,23.9,0.7518217274340683,0.8250000000000025
Paulo Dybala,Juventus,26,Argentina,2020/2021,80000000.0,50000000.0,Attacking Midfielder,it Serie A,20,14,1132.0,12.6,0.1731665671508062,0.9750000000000068
Philippe Coutinho,Barcelona,25,Brazil,2017/2018,45000000.0,100000000.0,Attacking Midfielder,es La Liga,18,16,1293.0,14.4,0.3103182158085158,1.7500000000000022
Philippe Coutinho,Barcelona,26,Brazil,2018/2019,120000000.0,90000000.0,Attacking Midfielder,es La Liga,34,22,2018.0,22.4,0.0924376229015314,1.3500000000000014
Philippe Coutinho,Bayern Munich,27,Brazil,2019/2020,70000000.0,56000000.0,Attacking Midfielder,de Bundesliga,23,15,1411.0,15.7,0.894331978460325,1.8888888888888784
Philippe Coutinho,Barcelona,28,Brazil,2020/2021,60000000.0,30000000.0,Attacking Midfielder,es La Liga,12,8,654.0,7.3,0.177585434276363,1.175
Piotr Zieliński,Napoli,23,Poland,2017/2018,20000000.0,32000000.0,Attacking Midfielder,it Serie A,36,14,1667.0,18.5,0.3924825415346166,1.2000000000000104
Piotr Zieliński,Napoli,24,Poland,2018/2019,40000000.0,40000000.0,Attacking Midfielder,it Serie A,36,33,2875.0,31.9,0.1160108131147771,0.95
Piotr Zieliński,Napoli,25,Poland,2019/2020,40000000.0,32000000.0,Attacking Midfielder,it Serie A,37,32,2924.0,32.5,0.1831189030695759,0.2750000000000023
